Date,Sentence,Source
2020-10-19,Analysts said widening of positions by traders mainly helped refined soya oil prices to trade higher in futures market.,Newsapi.org - The Times of India
2020-10-19,"It is one year (minus a day) until Calgarians head to the polls to vote for councillors, school trustees, a mayor — and likely some referendum questions. Watch live as CBC Calgary talks with civic leaders about the state of the city and its future.",Newsapi.org - CBC News
2020-10-19,"Last week, a bombshell survey indicated that nearly 60 percent of Scots would vote to quit the United Kingdom.",Newsapi.org - Al Jazeera English
2020-10-19,"The World Bank says the coronavirus pandemic and a collapse in oil prices have affected all aspects of the Middle East and North Africa, with the region’s economies projected to contract by 5.2% in 2020",Newsapi.org - ABC News
2020-10-19,"Oil prices edged up in early Asian trade on Monday ahead of China's economic growth data, which is expected to show recovery in the top oil importer, offsetting concerns of an impact from the virus' resurgence on consumption and rising supply.",Newsapi.org - Reuters
2020-10-19,US stocks lose their initial gains as global coronavirus infections climb to 40 million and negotiations over new stimulus spending to help the US economy make little headway as House Speaker Nancy Pelosi imposes deadline for a deal.,Newsapi.org - ABC News (AU)
2020-10-19,The governing United Conservative Party intends to introduce up to 20 pieces of legislation in the six-week fall legislature sitting which starts Tuesday.,Newsapi.org - CBC News
2020-10-19,"ConocoPhillips on Monday agreed to buy U.S. shale oil producer Concho Resources Inc for $9.7 billion, as the energy sector continued to consolidate amid lower fuel prices and demand.",Newsapi.org - Reuters
2020-10-19,"Higher oil prices are expected to bolster returns as Canadian energy companies report third-quarter results over the next few weeks, but observers say a recent stall in the crude price recovery and ongoing oil market uncertainty make increases in production a…",Newsapi.org - CBC News
2020-10-19,"ConocoPhillips <COP.N> said on Monday it will buy Permian-focused driller Concho Resources Inc <CXO.N> for $9.7 billion, the largest shale deal this year as oil and gas producers turn to consolidation to survive a slowdown in oil prices and demand.",Newsapi.org - Reuters
2020-10-19,Oilfield services provider Halliburton Co <HAL.N> on Monday posted its fourth consecutive quarterly loss as this year's slump in oil prices due to the COVID-19 pandemic hit demand for its services.,Newsapi.org - Reuters
2020-10-19,"Until we deliver a clear message to Vladimir Putin that there will be meaningful consequences for his government violating our sovereignty through election interference, Russia will not stop.",Newsapi.org - The Hill
2020-10-19,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-19,Another wave of the coronavirus could clobber crude demand and depress prices once again.,Newsapi.org - Al Jazeera English
2020-10-19,"Oil prices edged up in early Asian trade on Monday ahead of China's economic growth data, which is expected to show recovery in the top oil importer, offsetting concerns of an impact from the virus' resurgence on consumption and rising supply.",Newsapi.org - Reuters
2020-10-19,The clock is winding down on Washington to overcome its partisan differences and pass a new virus relief aid package.,Newsapi.org - Al Jazeera English
2020-10-19,"Brent rose 0.2% last week while WTI gained 0.7%, after crude and oil product inventories in the United States, world's top oil consumer, fell last week. However, last week's discussions at a panel of officials from the Organization of the Petroleum Exporting …",Newsapi.org - The Times of India
2020-10-19,The International Monetary Fund's latest report shows that the coronavirus pandemic has pushed nearly all Mideast nations into the throes of an economic recession this year,Newsapi.org - ABC News
2020-10-19,"The IMF expects Lebanon's economy to shrink 25 percent this year, one of the worst in MENA.",Newsapi.org - Al Jazeera English
2020-10-19,"Biden and Harris are right to be skeptical of calls to ban hydraulic fracturing, and the science on climate change backs them up.",Newsapi.org - Politico
2020-10-19,Here is a look at how different commodities are behaving in today’s market.,Newsapi.org - The Times of India
2020-10-19,The International Monetary Fund's latest report shows that the coronavirus pandemic has pushed nearly all Mideast nations into the throes of an economic recession this year,Newsapi.org - Independent
2020-10-19,"Halliburton Co <HAL.N> posted its fourth-straight quarterly loss on Monday, as the world's second-largest oilfield services provider struggles with a plunge in demand and lower oil prices.",Newsapi.org - Reuters
2020-10-19,"Oil prices edged up in early Asian trade on Monday ahead of China's economic growth data, which is expected to show recovery in the top oil importer, offsetting concerns of an impact from the virus' resurgence on consumption and rising supply.",Newsapi.org - Reuters
2020-10-20,"New from the ground up, Cadillac's flagship has features, technology and comfort that belong in any conversation about the world's best luxury SUVs.",Newsapi.org - USA Today
2020-10-20,"We've rounded up the 30 best gifts under $30 for everyone on your shopping list, with products like candles, fuzzy socks, and Kindles.",Newsapi.org - USA Today
2020-10-20,Oil prices steadied on Tuesday but remained under pressure from rising Libyan output and the threat to demand from a global resurgence in coronavirus cases.,Newsapi.org - Reuters
2020-10-20,"(Adds investor quotes and details throughout, updates prices) * Canadian dollar rises 0.6% against the greenback * Data shows house prices climbing 1.1% in September * Price of U.S. oil settles 1.5% higher * Canadian bond yields rise across a steeper curve By…",Newsapi.org - Reuters
2020-10-20,"Canada's main stock index futures rose on Tuesday as oil prices steadied, while optimism around a U.S. stimulus deal before the presidential election also lifted sentiment.",Newsapi.org - Reuters
2020-10-20,"Oil prices slipped for a fourth straight day on Tuesday on worries about a resurgence of coronavirus cases globally stifling a promising recovery in fuel demand, while growing output from Libya adds to plentiful supply in the market.",Newsapi.org - Reuters
2020-10-20,"Canada's main stock index futures rose on Tuesday as oil prices steadied, while optimism around a U.S. stimulus deal before the presidential election also lifted sentiment.",Newsapi.org - Reuters
2020-10-20,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-20,"This flight of human capital will have real costs for Alberta, and they’re ones that Jason Kenney’s government should be particularly nervous about, says Max Fawcett.",Newsapi.org - CBC News
2020-10-20,US stocks rise as US President Donald Trump says he will support a more than $US2 trillion stimulus package to boost coronavirus-stricken North American economy ahead of the November 3 presidential election.,Newsapi.org - ABC News (AU)
2020-10-20,Analysts said widening of positions by traders mainly helped refined soya oil prices to trade higher in futures market.,Newsapi.org - The Times of India
2020-10-20,The awarding of a contract by CNOOC Petroleum North America for the drilling next spring of a single exploration well in the Flemish Pass is being viewed as a rare victory for the Newfoundland and Labrador offshore oil industry.,Newsapi.org - CBC News
2020-10-20,Democrat Xochitl Torres Small is defending her seat against a challenge by Yvette Herrell in a district that heavily favors Trump but still elected her in 2018.,Newsapi.org - CBS News
2020-10-20,"Summary List Placement

With 18% of the S&P 500 companies reporting this week, third-quarter earnings season is ramping up and in full swing, according to Bank of America's earnings tracker. 
Savita Subramanian, equity and quant strategist at Bank of America,…",Newsapi.org - Business Insider
2020-10-20,"In a letter to top brass at The Walt Disney Company last week, Senator Elizabeth Warren sent a warning to corporate titans everywhere: Their days of privileging profits over public interest, prioritizing shareholders over other stakeholders and offering unrea…",Newsapi.org - CNN
2020-10-20,Three entrepreneurs in Alberta share their experience of having to shutter their business this year as a result of the pandemic.,Newsapi.org - CBC News
2020-10-20,Commodity prices are awaiting fresh triggers from US stimulus talks which has kept them in a range over dollar fluctuations.,Newsapi.org - The Times of India
2020-10-20,"Oil-and-gas producers are discussing an all-stock deal, sources say",Newsapi.org - The Wall Street Journal
2020-10-20,"Brent crude futures fell 30 cents, or 0.7%, to $42.32 a barrel by 0149 GMT, after falling 31 cents on Monday. U.S. West Texas Intermediate (WTI) crude futures slid 26 cents, or 0.6%, to $40.57 a barrel, after losing 5 cents on Monday.",Newsapi.org - The Times of India
2020-10-20,"Stocks rose as investors digested strong earnings reports, continued stimulus negotiations, and an antitrust lawsuit leveled against Google.",Newsapi.org - Business Insider
2020-10-21,"Canada's main stock index futures fell on Wednesday, dragged by weaker oil prices, while investors awaited inflation data due later in the day for clues on the health of the domestic economy.",Newsapi.org - Reuters
2020-10-21,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-21,"From Shark Tank products to cult-favorite hair styling tools, these 45 totally unforgettable items make great weird gifts this holiday season.",Newsapi.org - USA Today
2020-10-21,"Canada's main stock index futures fell on Wednesday, dragged by weaker oil prices, while investors awaited inflation data due later in the day for clues on the health of the domestic economy.",Newsapi.org - Reuters
2020-10-21,"European shares fall sharply, along with oil, as concern over rising COVID cases overtakes investor optimism over progress on US stimulus.",Newsapi.org - Business Insider
2020-10-21,"Australia's Woodside Petroleum Ltd posted a 42% fall in third-quarter revenue on Thursday, hurt by a drop in realised prices for its oil and gas amid coronavirus-induced lockdowns.",Newsapi.org - Reuters
2020-10-21,"Australia's Woodside Petroleum Ltd posted a 42% fall in third-quarter revenue on Thursday, hurt by a drop in realised prices for its oil and gas amid coronavirus-induced lockdowns.",Newsapi.org - Reuters
2020-10-21,Covid crisis and dropping oil prices have impacted state tax collections. Declining revenues may force layoffs cuts or tax increase in the year ahead.,Newsapi.org - USA Today
2020-10-21,There was steady turnout and long lines in some parts of the state Tuesday.,Newsapi.org - CBS News
2020-10-21,"The BPCL disinvestment, which is key to achieving the Rs 1.2-lakh-crore target for the year, is expected to get moving now as oil prices have improved and the PSU is not carrying inventory acquired at higher cost.",Newsapi.org - The Times of India
2020-10-21,"External factors tilt the playing field in favour of renewable sources of energy, which has important implications for the future competitiveness of the oil and gas sector.",Newsapi.org - CBC News
2020-10-21,Some analysts see HUL as a re-rating candidate going ahead.,Newsapi.org - The Times of India
2020-10-21,"Calgary’s economy is going to start roaring back to life next year, but not before the city posts a dismal 10.1 per cent GDP contraction for 2020 as the pandemic and the energy sector slump continue to take their toll, according to a report released Tuesday.",Newsapi.org - CBC News
2020-10-21,​​Here is a look at how different commodities are behaving in today’s market.,Newsapi.org - The Times of India
2020-10-21,The company was in the middle of one of its most tumultuous years even before the president riffed about a hypothetical phone call.,Newsapi.org - The Washington Post
2020-10-21,The relentless march of globalization for the past three decades met a new reality in 2020. A new season of POLITICO’s Global Translations podcast explores the disruption.,Newsapi.org - Politico
2020-10-21,"US Democrats and Republicans appear to be edging towards another big fiscal stimulus package, but differences remain.",Newsapi.org - Al Jazeera English
2020-10-21,Marketmen said raising of positions by participants amid a rising demand from cattle-feed makers mainly influenced cottonseed oil cake prices here.,Newsapi.org - The Times of India
2020-10-21,Analysts said widening of positions by traders mainly helped refined soya oil prices to trade higher in futures market.,Newsapi.org - The Times of India
2020-10-21,,Newsapi.org - Bloomberg
2020-10-22,Marketmen said raising of positions by participants amid a rising demand from cattle feed makers mainly influenced cottonseed oil cake prices here.,Newsapi.org - The Times of India
2020-10-22,"From an essential oil diffuser to the Gravity weighted blanket to adult coloring books, these are 15 of the best products to relieve stress and anxiety.",Newsapi.org - USA Today
2020-10-22,Analysts said widening of positions by traders mainly helped refined soya oil prices to trade higher in futures market.,Newsapi.org - The Times of India
2020-10-22,"In its two decades, Google has amassed a dizzying amount of power, building a search and advertising behemoth that many critics believe is an illegal monopoly. But the fact you get most of Google's services for free, and that many people seem to prefer them o…",Newsapi.org - CNN
2020-10-22,"After 20 years of setbacks, the Upten apartment tower is officially open in Victoria Park, but it's entering a rental market that is facing a lot of challenges due to the COVID-19 pandmeic and layoffs in the oil and gas sector.",Newsapi.org - CBC News
2020-10-22,"“There’s something that’s not quite working,” said Ciaran Martin, the former head of the U.K.’s National Cyber Security Centre and currently an adviser for Garrison Technology Ltd., a member of Debate Security, speaking on the same panel. Indeed, cybersecurit…",Newsapi.org - The Wall Street Journal
2020-10-22,"As they face off, Trump and Biden will be asked about climate change for 15 minutes - the longest segment devoted to the topic in any presidential debate. Here's why climate has become a top tier issue, along with some basic facts for readers ahead of the deb…",Newsapi.org - The Washington Post
2020-10-22,"* Colombian peso hit by weakness in oil prices * Latam, Caribbean economies to remain in COVID grip -IMF * Argentina August economic activity down 11.6% year-on-year (Updates prices throughout; adds background, bullets) By Shreyashi Sanyal Oct 22 (Reuters) - …",Newsapi.org - Reuters
2020-10-22,"Oil prices dropped in early trade on Thursday, adding to heavy losses overnight, after a build in U.S. gasoline inventories pointed to a deteriorating outlook for fuel demand as coronavirus cases soar in North America and Europe.",Newsapi.org - Reuters
2020-10-22,China CNOOC's Q3 revenue falls 27% on year as weak oil prices bite  Reuters India,Newsapi.org - Reuters
2020-10-22,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-22,"Summary List Placement

Scrolling through videos on social media may seem like carefree fun, but the logistics behind it are an increasingly serious business.
ByteDance, the China-based parent company of the social media streaming service TikTok, has leased 5…",Newsapi.org - Business Insider
2020-10-22,"In the oil-rich nation of the United Arab Emirates, an unusual sight is rising in Dubai",Newsapi.org - ABC News
2020-10-22,A regional resurgence in hydraulic fracturing this summer dredged up tensions between anti-fracking activists and local government leaders.,Newsapi.org - USA Today
2020-10-22,"Summary List Placement

Goldman Sachs believes commodities are about to enter a structural bull market in 2021.
The COVID-19 pandemic decimated supply of a number of key raw materials this year, and although demand is expected to recover to a certain extent, …",Newsapi.org - Business Insider
2020-10-22,"The owner of the idled refinery has asked the Public Utilities Board to ""expeditiously"" increase certain wholesale fuel prices because its costs to supply the market have gone up.",Newsapi.org - CBC News
2020-10-22,"Exxon Mobil Corp is ""very close"" to completing its workforce appraisals in the United States and Canada and expects to unveil job cuts, its chief executive told employees in an email on Wednesday.",Newsapi.org - CBC News
2020-10-22,"Summary List Placement

In March, General Motors announced further details surrounding its ambitious plan to add a whopping 20 electric vehicles to its current mainstream lineup by the year 2023. It's a radical about-face for a company that failed to make muc…",Newsapi.org - Business Insider
2020-10-22,Analysts said raising of bets by participants kept crude oil prices higher in futures trade.,Newsapi.org - The Times of India
2020-10-22,"In the oil-rich nation of the United Arab Emirates, an unusual sight is rising in Dubai",Newsapi.org - Independent
2020-10-22,"In the oil-rich nation of the United Arab Emirates, an unusual sight is rising in Dubai",Newsapi.org - Independent
2020-10-23,"US stock index futures and Asian shares trade within tight ranges, as investors say they remain cautious ahead of polls.",Newsapi.org - Al Jazeera English
2020-10-23,President Donald Trump criticized Joe Biden for saying he wants to transition away from the oil industry at the debate. That transition is already happening.,Newsapi.org - Time
2020-10-23,"""I know more about wind than you do,"" Mr. Trump said during the presidential debate, erroneously claiming it ""kills all the birds.""",Newsapi.org - CBS News
2020-10-23,"Due to the COVID-19 pandemic and the economic downturn, Alberta oil companies have been producing well below the established production limits for several months.",Newsapi.org - CBC News
2020-10-23,"Trump needed to make up ground and didn't, while Biden edged Trump on points.",Newsapi.org - The Hill
2020-10-23,"Iraq's government is struggling to pay the salaries of its public sector employees, its coffers drained because of this year's plunge in oil prices",Newsapi.org - ABC News
2020-10-23,Alberta to scrap oil production limits in December with demand for heavy oil poised to rise  Financial PostView Full coverage on Google News,Newsapi.org - Financial Post
2020-10-23,Market analysts said cutting down of positions by participants against ample stocks mainly influenced refined soya oil prices.,Newsapi.org - The Times of India
2020-10-23,"Several U.S. states reported record daily increases in infections on Thursday, while France extended curfews for about two thirds of its population as the second wave of the COVID-19 pandemic sweeps across Europe.",Newsapi.org - The Times of India
2020-10-23,"Democratic presidential nominee Joe Biden defended his health plan against attacks from President Trump, pushing back against claims that he supports socialized medicine.",Newsapi.org - The Hill
2020-10-23,"Brent crude was off 1 cent at $42.45 a barrel by 0040 GMT having risen 1.7% on Thursday, while U.S. oil was 2 cents lower at $40.62, following a 1.5% gain in the previous session. Both contracts are heading for their first weekly loss in three.",Newsapi.org - The Times of India
2020-10-23,Democratic presidential nominee’s remarks in Thursday’s debate rankled some oil executives but were welcomed by renewables industry,Newsapi.org - The Wall Street Journal
2020-10-23,"Here is the full transcript of the final presidential debate between President Donald Trump and former Vice President Joe Biden, moderated by Kristen Welker in Nashville on Oct. 22, 2020.",Newsapi.org - USA Today
2020-10-23,"Summary List Placement

Welcome to Insider Energy, a weekly energy newsletter brought to you by Business Insider. 
Here's what you need to know:
<ul>
<li>Want to get Insider Energy in your inbox every Friday? Sign up here. </li>
<li>Do you have feedback or st…",Newsapi.org - Business Insider
2020-10-23,Thursday night's debate was a stark contrast to September's raging feud,Newsapi.org - Politico
2020-10-23,"Iraq's government is struggling to pay the salaries of its public sector employees, its coffers drained because of this year's plunge in oil prices",Newsapi.org - Independent
2020-10-23,"ELECTION 2020-DEBATE — President Trump and Joe Biden scrap over how to tame the raging coronavirus in their final 2020 debate Trump sought to portray himself as the same outsider he first pitched to voters four years ago, while Biden argued that Trump was an …",Newsapi.org - Independent
2020-10-23,"The final presidential debate perfectly distilled the presidential candidates’ positions on the most important issues, giving voters some important clarity.",Newsapi.org - NBC News
2020-10-23,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-23,The ongoing stalemate over the next round of US coronavirus relief aid has left investors around the world.,Newsapi.org - Al Jazeera English
2020-10-23,Analysts said sell-off by participants at existing levels amid subdued trend in market mainly weighed on cottonseed oil cake prices.,Newsapi.org - The Times of India
2020-10-23,"Make no mistake about it, Biden’s proposal to eventually eliminate the US oil sector is just the tip of the iceberg.",Newsapi.org - Fox News
2020-10-23,"Here's our round-up of 25 dubious claims in the second debate clash between President Trump and Joe Biden, with the lion's share from Trump.",Newsapi.org - The Washington Post
2020-10-23,"Carbon pledge lifted wind and solar stocks in China; oilfield services firms looked at options other than oil and natural gas, and prices of Hamptons homes rose to more than $5 million.",Newsapi.org - The Wall Street Journal
2020-10-23,Joe Biden has said the quiet part out loud on climate change,Newsapi.org - ABC News
2020-10-23,"ELECTION 2020-DEBATE — President Donald Trump and Democratic challenger Joe Biden scrap over how to tame the raging coronavirus in their final 2020 debate Trump sought to portray himself as the same outsider he first pitched to voters four years ago, while Bi…",Newsapi.org - Independent
2020-10-23,"The Big Idea is a series that asks top lawmakers and figures to discuss their moonshot — what’s the one proposal, if politics and polls and even price tag were not an issue, they’d implement to change the country for the better?   Jo Jorgensen, the Libertaria…",Newsapi.org - Fox News
2020-10-24,"Sen. Bernie Sanders (I-Vt.) lashed out at President Trump in a new video on Friday, criticizing the president for attacking ""socialized medicine"" during the presidential debate this week against Democratic nominee Joe Bid...",Newsapi.org - The Hill
2020-10-24,,Newsapi.org - Fox News
2020-10-24,The incredible All-Clad sale on factory seconds is back with huge savings on high-end cookware but not for long—find out more.,Newsapi.org - USA Today
2020-10-24,"There are growing concerns that the idled refinery in Come By Chance could be reduced to just a storage and distribution terminal for imported fuels. As Terry Roberts reports, that could mean a devastating economic blow to Newfoundland and Labrador.",Newsapi.org - CBC News
2020-10-24,"The Democrat says he meant fossil fuel subsidies, but Mr Trump said it was a serious gaffe.",Newsapi.org - BBC News
2020-10-25,"CALGARY – Since the coronavirus pandemic caused oil prices to crater this year, energy sector companies have been striking deals in an attempt to scale up. 
 
 
 
 
 
 In Canada and the U.S., companies have been buying their competitors at a fraction of their…",Newsapi.org - Financial Post
2020-10-25,The head of Russia's second-largest oil producer Lukoil <LKOH.MM> said on Sunday that he expects oil prices to rise to $50 a barrel in the first quarter of next year but said a tough tax policy would stunt the company's recovery from the pandemic.,Newsapi.org - Reuters
2020-10-25,The head of Russia's second-largest oil producer Lukoil <LKOH.MM> said on Sunday that he expects oil prices to rise to $50 a barrel in the first quarter of next year but said a tough tax policy would stunt the company's recovery from the pandemic.,Newsapi.org - Reuters
2020-10-25,The third quarter will provide little respite to the supermajors with three out of the five expected to post losses.,Newsapi.org - The Times of India
2020-10-25,Alberta’s premier has no appetite for shutting down restaurants and bars again due to the pandemic.,Newsapi.org - CBC News
2020-10-25,Iraq is on the verge of economic collapse amid falling oil prices and a coronavirus pandemic.,Newsapi.org - The Washington Post
2020-10-26,U.S. markets swooned Monday as investors grappled with uncertainty about stimulus negotiations and soaring coronavirus cases.,Newsapi.org - The Washington Post
2020-10-26,It's hard to regulate Big Tech.,Newsapi.org - The Washington Post
2020-10-26,"<ol><li>Stock Futures Drop on Coronavirus Uptick, Fading Stimulus Hopes  The Wall Street Journal
</li><li>Dow tumbles 300 points on rising COVID-19 cases, stimulus limbo  Fox Business
</li><li>S&P 500 Weekly Forecast: US election countdown, 50-day SMA suppo…",Newsapi.org - The Wall Street Journal
2020-10-26,"The rising number of cases ""not only highlight the risks posed by immediate transport restrictions, but also dampen long-term demand expectations,"" said Commerzbank analyst Eugen Weinberg.",Newsapi.org - The Times of India
2020-10-26,Analysts said sell-off by participants at existing levels amid subdued trend in market mainly weighed on cottonseed oil cake prices.,Newsapi.org - The Times of India
2020-10-26,Stocks careened Monday as a spike in COVID-19 cases raised concerns on Wall Street that more woes could be ahead for the still-fragile global economy.,Newsapi.org - USA Today
2020-10-26,"The last time Cenovus Energy swung for the fences with a bold move to vastly expand, the mega-deal was a major flop. The big question now is whether Cenovus can pull off the new merger; it's a risk to investors, employees, and the overall stability of Alberta…",Newsapi.org - CBC News
2020-10-26,"* Brazil inflation ticks higher - central bank survey * Mexican economic recovery slows in August * Chilean peso reverses losses, rises for seventh day (Updates prices throughout, adds comments) By Shreyashi Sanyal Oct 26 (Reuters) - The pesos of Mexico and C…",Newsapi.org - Reuters
2020-10-26,Among the few companies seeing shares go up as Election Day nears: Stay-at-home economy stalwarts Amazon and Zoom,Newsapi.org - CBS News
2020-10-26,"Summary List Placement

<ul>
<li>US stocks fell sharply on Monday as investors weighed both a lack of progress on fiscal stimulus negotiations and a record number of daily COVID-19 cases.</li>
<li>While House Speaker Nancy Pelosi and Treasury Secretary Steve …",Newsapi.org - Business Insider
2020-10-26,"The future of the stalled West White Rose extension project is growing increasingly murkier, with Husky confirming construction will not resume in 2021.",Newsapi.org - CBC News
2020-10-26,"<ol><li>Diane Francis: Cenovus-Husky deal another sign of the deliberate stranding and sabotage of Canada's oilpatch  Financial Post
</li><li>What the Cenovus-Husky merger means for jobs and the future of the oilpatch  CBC.ca
</li><li>Cenovus shares fall on…",Newsapi.org - Financial Post
2020-10-26,"By his own admission, the most frustrating period in Alex Pourbaix’s career was being forced to add a billion dollars of debt when oil prices crashed this spring. 
 
 
 
 
 
 “After all the work we had done to get our balance sheet in shape, to see this compa…",Newsapi.org - Financial Post
2020-10-26,"Suspecting a crisis ahead, Peggy asked her bank to defer payments on her house out of an abundance of caution when the COVID-19 pandemic hit this spring. That caution, it seems, was warranted as her family’s economic outlook deteriorated as the months progres…",Newsapi.org - Financial Post
2020-10-26,"The approach has played well in 2016, but it is complicated by split opinions in the state and the industry's recent decline.",Newsapi.org - Politico
2020-10-26,"Biden declared an end to fossil fuel subsidies if he wins, and has made it clear he thinks renewable energy should take over.",Newsapi.org - Business Insider
2020-10-26,"Stocks closed sharply lower on Wall Street Monday, handing the S&P 500 its worst day in a month and knocking 650 points off the Dow Jones Industrial Average",Newsapi.org - ABC News
2020-10-26,"Canada's main futures stock index fell on Monday, dragged by weaker oil prices, as soaring coronavirus cases in the U.S. and Europe threatened energy demand, while Libya's fast growing output also weighed on prices.",Newsapi.org - Reuters
2020-10-26,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-26,"Canada's main futures stock index fell on Monday, dragged by weaker oil prices, as soaring coronavirus cases in the U.S. and Europe threatened energy demand, while Libya's fast growing output also weighed on prices.",Newsapi.org - Reuters
2020-10-26,"Energy stocks dragged Canada's main stock index at open on Monday, as oil prices slumped on a surge in coronavirus cases in the U.S. and Europe threatening fuel demand, while Libya's fast growing output also weighed on prices.",Newsapi.org - Reuters
2020-10-26,Stocks are slumping in afternoon trading on Wall Street Monday and deepening last week’s losses,Newsapi.org - ABC News
2020-10-26,"The National Oil Corporation of Libya said it would double its production to 1 million barrels per day from 500,000 barrels per day by next month.",Newsapi.org - Business Insider
2020-10-26,Stocks slipped on Monday amid record COVID-19 cases and fading hopes of a fiscal stimulus deal being struck prior to next week's election.,Newsapi.org - Business Insider
2020-10-27,"In early Asia, Brent crude was up 12 cents, or 0.3%, at $40.58 a barrel by 0039 GMT, having dropped more than 3% overnight. U.S. oil was up 13 cents, or 03%, at $38.69 a barrel, after also declining more than 3% on Monday.",Newsapi.org - The Times of India
2020-10-27,"“You do not need to know precisely what is happening, or exactly where it is all going. What you need is to recognize the possibilities and challenges offered by the present moment, and to embrace them with courage, faith and hope.” — Thomas Merton 
 
 
 
 
 …",Newsapi.org - Financial Post
2020-10-27,Shares have fallen in Asia after surging coronavirus cases and waning hopes for U.S. economic stimulus gave Wall Street its worst day in a month,Newsapi.org - Independent
2020-10-27,BP plc says third-quarter earnings plunged 96% as the COVID-19 pandemic reduced energy prices and demand,Newsapi.org - Independent
2020-10-27,"While Trump wanted to stop immigrants coming to the U.S. from countries like Nigeria in a ""clearly racist"" move, his support hasn't gone anywhere, despite Black Lives Matter and the ""End SARS"" crisis.",Newsapi.org - Newsweek
2020-10-27,"The merger of Cenovus Energy Inc. and Husky Energy Inc. may prove to be a catalyst that sets off a wave of M&A activity leading to much-needed consolidation in the oil-and-gas space, according to analysts who watch the sector. 
 
 
 
 
 
 On Sunday, the two c…",Newsapi.org - Financial Post
2020-10-27,"Brent crude was up 33 cents, or 0.8%, at $40.79 a barrel by 0751 GMT. U.S. oil gained 28 cents, or 0.7%, to $38.84 a barrel. Both contracts fell more than 3% on Monday.",Newsapi.org - The Times of India
2020-10-27,A resurgence of coronavirus hospitalizations weighed heavily on sectors that already saw outsized selling during Monday's market slump.,Newsapi.org - Business Insider
2020-10-27,On Monday the S&P 500 sank the most in a month amid record new COVID-19 cases and fading stimulus hopes.,Newsapi.org - Business Insider
2020-10-27,"At this Petworth ramen shop, chef-owner Eric Yoo ladles out escapes from a turbulent world.",Newsapi.org - The Washington Post
2020-10-27,"A halt in drilling and engineering construction are being blamed for the sudden loss of 4,000 jobs.",Newsapi.org - BBC News
2020-10-27,"Despite a ""challenging environment"", the oil giant says it is ""performing while transforming"".",Newsapi.org - BBC News
2020-10-27,"Australian shares are expected to drop, as surging COVID-19 cases and uncertainty over the impending United States election weigh on global markets.",Newsapi.org - ABC News (AU)
2020-10-27,"Workers are being left without their wages, with ANZ business customers reporting payment delays of up to 48 hours. Meanwhile, the local share market is struggling for direction.",Newsapi.org - ABC News (AU)
2020-10-27,Shares have fallen in Asia after surging coronavirus cases and waning hopes for U.S. economic stimulus gave Wall Street its worst day in a month,Newsapi.org - ABC News
2020-10-27,BP plc says third-quarter earnings plunged 96% as the COVID-19 pandemic reduced energy prices and demand,Newsapi.org - ABC News
2020-10-27,"Closing prices for crude oil, gold and other commodities, and foreign exchange levels",Newsapi.org - ABC News
2020-10-27,BP plc says third-quarter earnings plunged 96% as the COVID-19 pandemic reduced energy prices and demand,Newsapi.org - ABC News
2020-10-27,"HSBC and Santander delivered strong 3rd-quarter performance, but more lockdowns across Europe fed investor risk aversion.",Newsapi.org - Business Insider
2020-10-27,Many investors are betting on a Democratic sweep. But some other scenarios could create an unsettling environment for markets.,Newsapi.org - Politico
2020-10-27,Shares have fallen in Europe and Asia after surging coronavirus cases and waning hopes for U.S. economic stimulus gave Wall Street its worst day in a month,Newsapi.org - ABC News
2020-10-27,Marketmen said raising of positions by participants amid a rising demand from cattle-feed makers mainly influenced cottonseed oil cake prices here.,Newsapi.org - The Times of India
2020-10-27,The Russian rouble weakened slightly on Tuesday amid global uncertainty surrounding the resurgence of the COVID-19 pandemic and ahead of the Nov. 3 U.S. presidential election.,Newsapi.org - Reuters
2020-10-27,The Russian rouble weakened slightly on Tuesday amid global uncertainty surrounding the resurgence of the COVID-19 pandemic and ahead of the Nov. 3 U.S. presidential election.,Newsapi.org - Reuters
2020-10-27,"BP swung to a small profit in the third quarter, beating forecasts, helped by stronger oil prices while a slow recovery in fuel demand weighed heavily on refining profits.",Newsapi.org - Reuters
2020-10-27,"Canada's main stock index futures inched lower on Tuesday, as weakness in bullion weighed by a buoyant dollar and lack of progress on a U.S. stimulus package offset firmer oil prices.",Newsapi.org - Reuters
2020-10-27,"Oil prices regained a semblance of stability on Tuesday after suffering sharp losses over the previous session and last week, as a resurgence of coronavirus cases globally hit prospects for crude demand while increasing supply also hurt sentiment.",Newsapi.org - Reuters
2020-10-27,"Colombia's output of top exports oil and coal will fall by 16.9% and 28.4% respectively over the next 10 years, government predictions showed on Tuesday, but the impact will be mitigated by better prices for both fuels.",Newsapi.org - Reuters
2020-10-27,Energy executives say the White House has set up a system where only a relative handful of favorite energy executives have access to people who can shape policy.,Newsapi.org - Politico
